site,point_de_prelevement,date,heure,e_coli_npp_100ml,enterocoques_npp_100ml,id_point_prelevement,desc_point_prelevement
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2026-06-11,08:00,187.0,10.0,P18057,Face escalier d'accès
PLAGE DE LA PROMENADE PIERRE VERNIER,"P18060, anse de la pointe (milieu)",2026-06-11,08:15,886.0,10.0,P18060,anse de la pointe (milieu)
PLAGE DU KUENDU BEACH,"P18048, Face entrée du Kuendu Beach",2026-06-11,08:40,160.0,10.0,P18048,Face entrée du Kuendu Beach
PLAGE DE LA BAIE DES CITRONS,"P18050, Face allée centrale Mirage plaza",2026-06-15,07:09,301.0,323.0,P18050,Face allée centrale Mirage plaza
PLAGE DE LA BAIE DES CITRONS,"P18141, Face la Guinche",2026-06-15,07:12,203.0,74.0,P18141,Face la Guinche
PLAGE DE L'ANSE VATA,"P18053, Face Fun Beach (milieu de plage)",2026-06-15,07:20,631.0,279.0,P18053,Face Fun Beach (milieu de plage)
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2026-06-15,07:23,3282.0,798.0,P18054,Face Burger king
PLAGE DE L'ANSE VATA,"P18055, Face Communauté du Pacifique",2026-06-15,07:28,1467.0,624.0,P18055,Face Communauté du Pacifique
PLAGE DE L'ANSE VATA,"P18056, Face Nouvata Park hotel",2026-06-15,07:32,327.0,120.0,P18056,Face Nouvata Park hotel
PLAGE DE LA POINTE MAGNIN,"P18057, Face escalier d'accès",2026-06-15,07:36,303.0,86.0,P18057,Face escalier d'accès
PLAGE DE LA POINTE MAGNIN,"P18058, Face piscine Royal Tera Hotel",2026-06-15,07:38,305.0,183.0,P18058,Face piscine Royal Tera Hotel
PLAGE DE MAGENTA,"P18031, Face douche Lions Club",2026-06-15,08:06,2481.0,960.0,P18031,Face douche Lions Club
PLAGE DE MAGENTA,"P18032, Face bout de piste aérodrome",2026-06-15,08:14,2909.0,1201.0,P18032,Face bout de piste aérodrome
PLAGE DE MAGENTA,"P18043, Face Les Hélices",2026-06-15,08:21,221.0,97.0,P18043,Face Les Hélices
PLAGE DE L'ANSE VATA,"P18054, Face Burger king",2026-06-16,08:15,110.0,52.0,P18054,Face Burger king
